,gene,abundance_r1tar1,psm_r1tar1,abundance_r1tar2,psm_r1tar2,abundance_r1tar3,psm_r1tar3,abundance_r1tcr1,psm_r1tcr1,abundance_r1tcr2,psm_r1tcr2,abundance_r1tcr3,psm_r1tcr3,abundance_r1wtr1,psm_r1wtr1,abundance_r1wtr2,psm_r1wtr2,abundance_r1wtr3,psm_r1wtr3,abundance_r2tar1,psm_r2tar1,abundance_r2tar2,psm_r2tar2,abundance_r2tar3,psm_r2tar3,abundance_r2tcr1,psm_r2tcr1,abundance_r2tcr2,psm_r2tcr2,abundance_r2tcr3,psm_r2tcr3,abundance_r2wtr1,psm_r2wtr1,abundance_r2wtr2,psm_r2wtr2,abundance_r2wtr3,psm_r2wtr3,abundance_r3tar1,psm_r3tar1,abundance_r3tar2,psm_r3tar2,abundance_r3tar3,psm_r3tar3,abundance_r3tcr1,psm_r3tcr1,abundance_r3tcr2,psm_r3tcr2,abundance_r3tcr3,psm_r3tcr3,abundance_r3wtr1,psm_r3wtr1,abundance_r3wtr2,psm_r3wtr2,abundance_r3wtr3,psm_r3wtr3,ENTREZID,neg_log10_pval_abi_turbo_abundance,qval_abi_turbo_abundance,neg_log10_pval_abi_wt_abundance,qval_abi_wt_abundance,neg_log10_pval_abi_turbo_psm,qval_abi_turbo_psm,neg_log10_pval_abi_wt_psm,qval_abi_wt_psm,two_tailed_neg_log10_pval_abi_turbo_abundance,two_tailed_qval_abi_turbo_abundance,two_tailed_neg_log10_pval_abi_wt_abundance,two_tailed_qval_abi_wt_abundance,two_tailed_neg_log10_pval_abi_turbo_psm,two_tailed_qval_abi_turbo_psm,two_tailed_neg_log10_pval_abi_wt_psm,two_tailed_qval_abi_wt_psm,pval_abi_turbo_abundance,pval_abi_wt_abundance,pval_abi_turbo_psm,pval_abi_wt_psm,two_tailed_pval_abi_turbo_abundance,two_tailed_pval_abi_wt_abundance,two_tailed_pval_abi_turbo_psm,two_tailed_pval_abi_wt_psm,average_abundance_turboabi,average_abundance_turbocontrol,average_abundance_wtcontrol,average_psm_turboabi,average_psm_turbocontrol,average_psm_wtcontrol,ratio_abi_turbo_abundance,ratio_abi_wt_abundance,ratio_abi_turbo_psm,ratio_abi_wt_psm,percentage_abi_turbo_abundance,percentage_abi_wt_abundance,percentage_abi_turbo_psm,percentage_abi_wt_psm,known_interactor,rsd_abi_abundance
44,Abcc4,0,0,13621294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239273,0.779636924,0.742961039,0.779636924,0.173674341,0,0.833519954,0,0.807024672,0.478606928,0.641129093,0.478606928,0.32515354,0,0.818425034,0,0.833450859,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,1513477.111,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
45,Abcc5,0,0,849629.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27416,0.779636924,0.742358475,0.779636924,0.173603347,0,0.833280139,0,0.807280769,0.478606928,0.641370482,0.478606928,0.325024254,0,0.817064195,0,0.833594356,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,94403.25,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
46,Abcc9,0,0,0,0,0,0,967611.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20928,0.07888472,1,0,0.9340797,0,0.833040462,0,0.807539596,0.478606928,0.641612053,0,0.913174771,0,0.817318681,0,0.833069133,0.833902508,1,1,1,0.332194985,1,1,1,0,107512.3472,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
47,Abcd3,1235570.875,1,0,0,0,0,1352414.75,1,3921483.25,2,1259566.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19299,0.063771486,1,0.779636924,0.17354747,0.07888472,1,0,0.807797306,0.563623417,0.369095335,0.478606928,0.324019025,0.478606928,0.518926719,0,0.83338326,0.863432743,0.166097492,0.833902508,1,0.273134514,0.332194985,0.332194985,1,137285.6528,725940.5417,0,0.111111111,0.444444444,0,0.189114183,Inf,0.25,Inf,15.90378671,100,20,100,FALSE,282.8427125
48,Abce1,42301289.59,6,49660015.97,6,36881541.75,5,30765236.75,5,23026567.46,5,32991742.75,4,0,0,2169969,1,0,0,686365.8125,1,3711521.188,2,735081.5,1,14447779.63,4,6164738.395,3,5258371.64,3,317673.25,1,0,0,0,0,2123748.375,3,4852012.5,3,2611539.125,2,2001667.5,2,4053879.442,5,4120913.25,2,0,0,0,0,0,0,24015,0.111336362,1,5.015324184,2.48E-05,0.076027604,1,3.49628838,6.30E-05,0.344596858,0.673094446,4.714294188,2.46E-05,0.493242396,0.362401668,3.195258385,0.000131944,0.773862208,9.65E-06,0.839406632,0.000318942,0.452275583,1.93E-05,0.321186737,0.000637884,15951457.31,13647877.42,276404.6944,3.222222222,3.666666667,0.222222222,1.168786678,57.71051517,0.878787879,14.5,53.8912697,98.2967276,46.77419355,93.5483871,FALSE,121.4059287
49,Abcf1,30287200.93,9,12116201.08,6,14852954.16,4,49571303.98,11,65551788.05,11,67308834.63,8,0,0,0,0,0,0,0,0,0,0,0,0,26764611.25,5,23254195.72,5,31031258.86,5,0,0,440088.4688,1,472209.125,1,3699384.5,1,0,0,4325974.5,2,30926352.25,6,37832413,6,29447655,4,0,0,0,0,0,0,224742,0.001862445,1,1.317219996,0.029387324,0.000443732,1,1.728945335,0.006810471,2.067601861,0.018363368,1.01619,0.05392299,2.68985581,0.003929515,1.427915339,0.011995918,0.995720744,0.048170372,0.998978791,0.018666146,0.00855851,0.096340745,0.002042416,0.037332293,7253523.908,40187601.42,101366.3993,2.444444444,6.777777778,0.222222222,0.180491586,71.55747819,0.360655738,11,15.28952751,98.62178231,26.5060241,91.66666667,FALSE,133.4747292
50,Abcf2,39421645.75,5,28899154.25,4,35234302.75,5,47966663.5,4,39780989.63,4,43108828.88,7,5448015,1,10043406.88,3,11644101,3,1130079,1,1120127.5,1,5563235.625,2,8577911.125,3,2299353.438,2,9086476.125,3,0,0,7369282,1,2030183.563,2,10290268.38,4,8012042.75,2,2055320.75,1,2338412,1,1272014.25,1,9739434.125,4,1585538.875,1,4583823.703,5,0,0,27407,0.19240904,1,1.215327423,0.033828107,0.149564238,1,0.787743087,0.113995539,0.145187298,0.862769746,0.914297428,0.062141256,0.23456464,0.698264894,0.486713091,0.207266808,0.642082687,0.060907753,0.708656479,0.163026015,0.715834626,0.121815506,0.582687042,0.32605203,14636241.86,18241120.34,4744927.891,2.777777778,3.222222222,1.777777778,0.802376257,3.084607859,0.862068966,1.5625,44.51768901,75.51784566,46.2962963,60.97560976,FALSE,99.54562044
51,Abcf3,2646818.25,1,0,0,2699890,1,4726496.5,1,7444226.25,2,0,0,0,0,0,0,0,0,5884543.375,3,1551238.25,2,5358964.25,3,7456136.531,3,4457801,2,7942113.531,3,0,0,0,0,0,0,3282703.875,2,2016063,2,1937238.125,1,1689934.25,2,3695228.25,3,4967279.292,3,0,0,0,0,0,0,27406,0.239874256,1,6.534379939,7.69E-06,0.065555592,1,2.360230482,0.000971429,0.071201354,0.892316133,6.233349943,7.65E-06,0.552510138,0.323609544,2.059200486,0.001746193,0.575606572,2.92E-07,0.859892989,0.004362842,0.848786857,5.84E-07,0.280214021,0.008725685,2819717.681,4708801.734,0,1.666666667,2.111111111,0,0.598818519,Inf,0.789473684,Inf,37.45381429,100,44.11764706,100,FALSE,61.52188901
52,Abhd16a,0,0,0,0,0,0,6030052,1,1591921.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276510.6563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193742,0.014165531,1,0,0.934329588,0,0.832800925,0,0.808056465,1.192584958,0.12612856,0,0.912933333,0,0.818948383,0,0.832477402,0.967908868,1,1,1,0.064182265,1,1,1,0,877609.3924,0,0,0.333333333,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
53,Abi1,2367286756,175,1694931388,179,2850482124,184,22247488,3,15117586.69,6,555810.5625,1,0,0,0,0,0,0,2451695106,53,2214348368,52,2367473211,55,0,0,0,0,0,0,0,0,0,0,0,0,2283095139,64,2543476793,59,2810350238,64,0,0,292354.8125,1,1576285.5,1,0,0,0,0,0,0,11308,4.282452875,0.002266667,33.39490147,0,10.02287181,0,13.32917442,0,3.981422879,0.001222222,33.09387148,0,9.721841817,0,13.02814442,0,5.22E-05,4.03E-34,9.49E-11,4.69E-14,0.00010437,8.06E-34,1.90E-10,9.37E-14,2398126569,4421058.396,0,98.33333333,1.333333333,0,542.4326834,Inf,73.75,Inf,99.81598457,100,98.66220736,100,TRUE,13.49013184
54,Abi2,7807794.461,19,8293432.93,24,1199138.953,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12546775.25,27,9424499,26,0,0,0,0,0,0,0,0,0,0,0,0,5438496.5,29,5525353,27,5635199,27,0,0,0,0,0,0,0,0,0,0,0,0,329165,6.511489891,0.00027907,6.511489891,7.45E-06,6.519153912,7.14E-05,6.519153912,0,6.210459895,8.45E-05,6.210459895,7.41E-06,6.218123916,2.78E-05,6.218123916,1.08E-05,3.08E-07,3.08E-07,3.03E-07,3.03E-07,6.16E-07,6.16E-07,6.05E-07,6.05E-07,6207854.344,0,0,22.44444444,0,0,Inf,Inf,Inf,Inf,100,100,100,100,TRUE,59.41744507
55,Abi3,0,0,0,0,1624268.125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66610,0.779636924,0.749816393,0.779636924,0.173474916,0.779636924,0.566448143,0.779636924,0.212084656,0.478606928,0.641853806,0.478606928,0.324145916,0.478606928,0.518398649,0.478606928,0.360728167,0.166097492,0.166097492,0.166097492,0.166097492,0.332194985,0.332194985,0.332194985,0.332194985,180474.2361,0,0,0.222222222,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
56,Abl1,5135574.766,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11471979.44,4,5962076.813,3,11203203.44,4,1486669.125,1,1362776.375,1,1526866.25,2,0,0,0,0,0,0,25187952.06,8,23591297.25,5,21204296.75,5,1246437.875,1,1854068.25,1,1444288,1,0,0,0,0,0,0,11350,0.755496269,0.678414773,4.423554796,5.89E-05,3.530941064,0.002453333,4.018773136,1.56E-05,0.454466273,0.62126721,4.1225248,7.61E-05,3.229911069,0.001523288,3.71774314,6.21E-05,0.175591598,3.77E-05,0.000294482,9.58E-05,0.351183196,7.54E-05,0.000588964,0.000191539,11528486.72,991233.9861,0,3.555555556,0.777777778,0,11.63043932,Inf,4.571428571,Inf,92.08261902,100,82.05128205,100,TRUE,79.89283251
57,Abl2,17165108.81,5,18595134.38,6,18697109.97,7,0,0,0,0,3465863.75,1,0,0,0,0,0,0,15773771.78,4,20760300.75,5,19812073.72,6,0,0,0,0,1648604.625,1,0,0,0,0,0,0,11251023.5,4,13564989.5,5,11587141,4,1346039.5,1,0,0,0,0,0,0,0,0,0,0,11352,4.061703705,0.002830769,28.75797131,0,13.50935776,0,13.50935776,0,3.76067371,0.001647059,28.45694131,0,13.20832776,0,13.20832776,0,8.68E-05,1.75E-29,3.09E-14,3.09E-14,0.000173511,3.49E-29,6.19E-14,6.19E-14,16356294.82,717834.2083,0,5.111111111,0.333333333,0,22.78561628,Inf,15.33333333,Inf,95.79577847,100,93.87755102,100,TRUE,20.32063533
58,Ablim1,214881278.3,28,190415120.8,25,244808029.5,30,29820254.72,7,11645293.3,6,45549329.39,17,0,0,0,0,0,0,80562369.75,12,39521482.25,9,45699042.56,9,51814559.75,12,37077868.13,8,45485569,9,0,0,0,0,0,0,155009927.1,19,166344539.8,22,160246979,19,41268397.65,12,66108023.25,11,90389187.63,17,0,0,0,0,0,0,226251,2.998015673,0.010983784,22.07368453,0,2.085684436,0.028367491,11.79845176,0,2.696985678,0.006547667,21.77265453,0,1.784654441,0.021126935,11.49742177,0,0.00100458,8.44E-23,0.008209478,1.59E-12,0.002009159,1.69E-22,0.016418957,3.18E-12,144165418.8,46573164.76,0,19.22222222,11,0,3.095461078,Inf,1.747474747,Inf,75.58272485,100,63.60294118,100,FALSE,47.85004819
59,Abr,397722.9063,3,0,0,0,0,10609925.63,2,378546.0313,2,419585.8125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334488.1875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302492.5,1,0,0,0,0,0,0,109934,0.0095216,1,0.779636924,0.173404095,0.237772967,1,0.779636924,0.211825627,1.362796482,0.064753799,0.478606928,0.324274494,0.074067685,0.883573503,0.478606928,0.360587585,0.978314296,0.166097492,0.578398334,0.166097492,0.043371408,0.332194985,0.843203334,0.332194985,44191.43403,1449448.685,0,0.333333333,0.777777778,0,0.030488443,Inf,0.428571429,Inf,2.958640002,100,30,100,FALSE,282.8427125
60,Abtb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124864.2031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99382,0.779636924,0.749225225,0.779636924,0.174020982,0,0.832561525,0,0.805738964,0.478606928,0.642095741,0.478606928,0.3244,0,0.819222031,0,0.833412489,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,13873.80034,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
61,Acaa2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706973,2,2873435.25,1,0,0,2186063.5,1,0,0,0,0,0,0,21535.1543,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52538,1.124678662,0.279900875,0.375360084,0.477187938,0,0.832321109,0.033874403,0.996004477,0.823648666,0.239356234,0.074330088,0.846521739,0,0.819501377,0.823709789,0.099229358,0.075044927,0.42134701,1,0.924965633,0.150089854,0.84269402,1,0.150068731,562166.5278,0,192056.4616,0.222222222,0,0.444444444,Inf,2.927089894,Inf,0.5,100,74.53585156,100,33.33333333,FALSE,189.2896693
62,Acaca,27891608.22,7,32386903.75,8,26076521.06,6,26095393.25,8,23068942,5,37355893.31,12,2170857549,90,1927625170,80,2188323797,90,52258967.06,11,49476592.13,11,65899386.69,15,15789580.25,5,17965887.39,7,14378020.13,4,143460594.6,29,131136769.5,18,137097085.7,21,83668907.38,22,102742153.5,21,83601713.88,20,2937896.211,3,685254.75,2,13686205.03,5,605002895.4,67,682037359.5,62,123001955.1,15,107476,2.755206201,0.015023923,4.43E-05,1,2.970807944,0.005858586,0.00013562,1,2.454176205,0.009594041,3.690071229,0.000136882,2.669777949,0.004061404,3.204498935,0.000132174,0.001757089,0.999898001,0.001069528,0.999687772,0.003514178,0.00020414,0.002139055,0.000624455,58222528.19,16884785.81,900949241.8,13.44444444,5.666666667,52.44444444,3.448224267,0.064623539,2.37254902,0.256355932,77.51911909,6.070083588,70.34883721,20.40472175,FALSE,44.5880059
63,Acacb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619239.5625,9,0,0,0,0,100705,0,1,0.07888472,0.957904888,0,0.832080831,0.07888472,0.965944891,0,0.98583626,0.478606928,0.324525605,0,0.819776783,0.478606928,0.360422604,1,0.833902508,1,0.833902508,1,0.332194985,1,0.332194985,0,0,68804.39583,0,0,1,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
64,Acad10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749056.125,1,0,0,0,0,0,0,0,0,0,0,71985,0.07888472,1,0,0.934576398,0,0.831840693,0,0.8059968,0.478606928,0.642337858,0,0.91247085,0,0.818681803,0,0.832242318,0.833902508,1,1,1,0.332194985,1,1,1,0,83228.45833,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
65,Acad11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55968.21875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102632,0,1,0.07888472,0.957588643,0,0.834960603,0,0.806254802,0,0.985599407,0.478606928,0.324652899,0,0.816785175,0,0.833069011,1,0.833902508,1,1,1,0.332194985,1,1,0,0,6218.690972,0,0,0.111111111,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
66,Acad8,0,0,0,0,4390794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66948,0.779636924,0.748621931,0.779636924,0.174209332,0,0.833761065,0,0.806512968,0.478606928,0.642580158,0.478606928,0.324778705,0,0.813228562,0,0.832838313,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,487866,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
67,Acadsb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559662.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66885,0.779636924,0.748009812,0.779636924,0.174136134,0,0.83520255,0,0.8067713,0.478606928,0.642822642,0.478606928,0.3249062,0,0.813503759,0,0.832474308,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,173295.8333,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
68,Acadvl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209190.4844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354939.9688,1,1657995.594,2,0,0,0,0,499987.1563,1,0,0,0,0,0,0,11370,0.846372954,0.423934354,1.497812053,0.024239709,0.779636924,0.567164103,0.779636924,0.211944481,0.545342959,0.38278607,1.196782057,0.044162162,0.478606928,0.517910011,0.478606928,0.361024631,0.142438387,0.031782492,0.166097492,0.166097492,0.284876773,0.063564984,0.332194985,0.332194985,246902.8941,55554.12848,0,0.444444444,0.111111111,0,4.444366259,Inf,4,Inf,81.63238929,100,80,100,FALSE,207.8407422
69,Acap2,1239811.406,3,1092214.938,3,1243701.438,3,0,0,310035.125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5018174,1,2323954.75,1,2268619.5,1,0,0,0,0,0,0,0,0,0,0,0,0,78618,2.324345005,0.027912088,3.279999697,0.00014832,1.084128386,0.251082759,1.50326431,0.014249252,2.023315009,0.01904209,2.978969701,0.0002746,0.78309839,0.228927769,1.202234315,0.021892473,0.004738654,0.000524808,0.082389452,0.03138598,0.009477308,0.001049616,0.164778904,0.062771959,1465164.004,34448.34722,0,1.333333333,0.222222222,0,42.53220029,Inf,6,Inf,97.70284986,100,85.71428571,100,FALSE,103.473836
70,Acat1,10184421,1,11062547,1,8377740.5,1,0,0,5241612,1,0,0,7018935.25,2,0,0,0,0,0,0,0,0,59085.64453,1,0,0,0,0,0,0,771338.8125,1,887015.75,1,832536.4375,1,0,0,0,0,0,0,2196253.5,1,0,0,0,0,0,0,1097395.75,1,0,0,110446,0.742761048,0.687626591,0.199013716,0.668188525,0,0.837623947,0.07888472,0.96539759,0.441731052,0.630449431,0.133584907,0.821902863,0,0.813769573,0.478606928,0.361173136,0.180816872,0.632391879,1,0.833902508,0.361633744,0.735216243,1,0.332194985,3298199.349,826429.5,1178580.222,0.444444444,0.222222222,0.666666667,3.990902248,2.798451295,2,0.666666667,79.96354266,73.67348105,66.66666667,40,FALSE,142.3511575
71,Acat2,0,0,0,0,0,0,0,0,2016908.5,1,0,0,0,0,0,0,0,0,0,0,327772.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224601.1875,1,193580.8906,1,187840.8125,1,239378.5625,1,0,0,0,0,0,0,110460,0.079066436,1,1.124577768,0.06293501,0,0.838595287,0,0.820522646,0.477695759,0.608483009,0.823547773,0.115102164,0,0.81404788,0,0.834944666,0.833553662,0.075062363,1,1,0.332892677,0.150124726,1,1,61374.89583,293078.7517,0,0.222222222,0.444444444,0,0.209414348,Inf,0.5,Inf,17.31535174,100,33.33333333,100,FALSE,191.232534
72,Acbd3,0,0,0,0,0,0,0,0,0,0,4912223.875,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170760,0.07888472,1,0,0.934824411,0.07888472,1,0,0.821056407,0.478606928,0.643065308,0,0.91435281,0.478606928,0.517424719,0,0.83444287,0.833902508,1,0.833902508,1,0.332194985,1,0.332194985,1,0,545802.6528,0,0,0.444444444,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
73,Acbd5,3619844,1,2988385.25,1,4324208,1,14745303.5,2,13129709.5,3,11948026.14,3,0,0,0,0,0,0,0,0,0,0,0,0,11040335.5,2,11134575.5,2,7935905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3460800,1,0,0,0,0,0,0,74159,0.010099026,1,1.503142144,0.018533686,0.001898904,1,0,0.820788787,1.337514551,0.068372745,1.202112148,0.033293059,2.059200486,0.012454545,0,0.834378808,0.977014421,0.03139481,0.995637157,1,0.045971159,0.06278962,0.008725685,1,1214715.25,8154961.682,0,0.333333333,1.555555556,0,0.148954133,Inf,0.214285714,Inf,12.96432373,100,17.64705882,100,FALSE,143.7794251
74,Accs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964450.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329470,0.779636924,0.750939245,0.779636924,0.174068039,0,0.838354857,0,0.820006513,0.478606928,0.643308157,0.478606928,0.327301562,0,0.812425939,0,0.834112974,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,218272.3056,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
75,Acd,0,0,0,0,0,0,580380.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497652,0.07888472,1,0,0.935074699,0,0.838111079,0,0.820265798,0.478606928,0.64355119,0,0.914140751,0,0.812697849,0,0.833746802,0.833902508,1,1,1,0.332194985,1,1,1,0,64486.76389,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
76,Acin1,1541446.594,2,469942.125,1,223479.1406,1,193982739.1,55,251139009.6,52,301401553.5,91,0,0,0,0,0,0,6031229.031,5,5109507.5,3,4603329.281,4,239971871.3,36,243051618.9,32,284985313.1,35,0,0,0,0,0,0,3316725.313,3,361256.6563,1,386823.8125,1,372834631.4,39,367983259.2,33,411249331.1,26,0,0,0,0,0,0,56215,4.22E-10,1,15.49784284,0,4.41E-10,1,2.320645614,0.001008917,8.71181056,5.56E-05,15.19681285,0,8.69274355,6.78E-05,2.019615619,0.001912609,0.999999999,3.18E-16,0.999999999,0.004779191,1.94E-09,6.36E-16,2.03E-09,0.009558382,2449304.384,296288814.1,0,2.333333333,44.33333333,0,0.008266611,Inf,0.052631579,Inf,0.819883447,100,5,100,FALSE,89.87218915
77,Acly,18330554,4,12581161,3,19647895.5,3,34981504.84,7,28871316.94,7,23737938.5,3,0,0,0,0,0,0,13533114.25,5,8339431.75,3,11765374.5,4,4384817.25,2,7275887.625,4,4332659.25,2,0,0,0,0,0,0,2654599.25,1,2255422,1,2398236.75,1,0,0,2502131.25,1,0,0,0,0,0,0,0,0,104112,1.03413044,0.362882793,19.01422177,0,0.291721299,1,3.165394772,0.000118812,0.733100444,0.31607489,18.71319177,0,0.009512598,0.955929422,2.864364776,0.000247961,0.092442048,9.68E-20,0.510832713,0.00068329,0.184884097,1.94E-19,0.978334575,0.001366581,10167309.89,11787361.74,0,2.777777778,2.888888889,0,0.862560267,Inf,0.961538462,Inf,46.31046212,100,49.01960784,100,FALSE,62.11554749
78,Acot1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1211541.25,1,0,0,0,0,0,0,0,0,3691390,1,0,0,0,0,0,0,5759013,1,0,0,0,0,0,0,26897,0.144918487,1,0.779636924,0.174373737,0,0.837867442,0,0.819211451,0.24607674,0.742043969,0.478606928,0.327427885,0,0.812965847,0,0.834715548,0.716277836,0.166097492,1,1,0.567444329,0.332194985,1,1,410154.4444,774506.0278,0,0.111111111,0.222222222,0,0.52956908,Inf,0.5,Inf,34.62210938,100,33.33333333,100,FALSE,282.8427125
79,Acot10,0,0,1235540.625,1,4620737.375,2,15669050,1,13154374,2,0,0,0,0,0,0,0,0,19079489,3,13334387.5,2,15702713,2,5717305.5,1,3215037,1,12018643.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5499683,1,5032381,1,308109.5938,1,565277.3125,1,0,0,64833,0.083087523,1,1.304292393,0.029656305,0.855280584,0.342003044,1.861888723,0.004499438,0.458100135,0.61851339,1.003262398,0.054438031,0.554250589,0.321982634,1.560858727,0.00729646,0.825871496,0.04962581,0.13954665,0.013743941,0.348257008,0.09925162,0.2790933,0.027487882,5996985.278,6700719.333,97042.98959,1.111111111,1,0.222222222,0.894976342,61.79720249,1.111111111,5,47.22889263,98.40757238,52.63157895,83.33333333,FALSE,122.7390138
80,Acot2,0,0,0,0,2691897.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171210,0.779636924,0.75035603,0.779636924,0.174248949,0,0.837380593,0,0.819476733,0.478606928,0.648203957,0.478606928,0.327557515,0,0.815962976,0,0.83499072,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,299099.75,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
81,Acot4,4957430,1,0,0,4988366,1,0,0,0,0,21470104,2,0,0,0,0,0,0,3217925.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1792204.5,1,0,0,0,0,0,0,0,0,171282,0.491752398,0.870156671,1.503043581,0.019247396,0.07888472,1,0,0.819740885,0.190722403,0.812544467,1.202013586,0.034583016,0.478606928,0.525746123,0,0.834676692,0.322290573,0.031401936,0.833902508,1,0.644581144,0.062803871,0.332194985,1,1462635.694,2584700.944,0,0.333333333,0.333333333,0,0.565881982,Inf,1,Inf,36.13822681,100,50,100,FALSE,145.1436674
